row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
238,81e884c,2003,23929.521995817446,33.56163732651917,3999.7867831131935,,15598.12710657989,47463.19096097291,2.837180684588427,71.14026257642918,3176502.2395800385,9041922.623190999,5811041.4101956,1.5090300355744128,219.34643606272525,73.01571618775124,50.95532236960746,8200.448172975053,42.67502732552349,52.07017082652269,0.3442407732342398,7.805418731812302,11.941163906644567,30.84313012701994,10.247934128959098,42.45580690381802,,84.91377064503132,86.5174255834033,21.059041028534367,29.336953841004554,77.585528261901,86.23675714266759,34.36125110225053,14.198330630221774,4.473416369441007,0.09974301926294826,,88.4785885226312,21824.865289466667,7.189468727592839,3892185.0156417377,0.7765492859725507,17.146594130178322,-0.44284343621628236
239,c9d2604,2000,25813.735317599152,0.7888628008281029,1277.6872327789872,,47021.523784761644,97580.73534255449,5.8567026350544085,53.30197352260139,1599624.091111152,2845074.1515118727,1267918.2921771144,5.350421186953665,84.85832625573617,62.10221055030201,19.1423766531772,846.3353014811876,38.769352827579155,,15.479762641516334,23.143783866088025,,,6.680700784263499,103.52334731376962,,,,5.950997783399169,64.00335795168006,13.24198680229619,61.65623110833262,52.66679777046797,2.441751736926267,54.33437490510912,0.24446496047607838,,0.010140183233182465,415.4604737880438,5.660385901542928,907680.9895235887,,7.764711789199069,-2.044949599245656
240,11c9833,2014,37512.982373482824,,7342.230264818831,,717.6436796817055,1012581.1707602415,3.382065060774339,72.26648201521631,51352801.173407905,93547149.33116049,39242173.52302785,2.198173388882236,,,,9708.692960610995,22.83603085182049,,1.1655007931615713,38.424031571623786,12.16485372290011,12.847061847539631,10.053690735928543,,,95.5238852171617,95.67599774390271,,,95.70144364449594,100.55272576287875,28.50910759739334,28.975214278740122,0.06925506153665227,0.009818706365959507,0.49968652604987013,100.59722806037854,198422.90786656534,13.029727586905015,29389822.401342563,1.6568137690865703,,-1.5883426546881143
241,7328d3f,2004,11925.419328254273,1.4220952481611333,5392.99052897106,,18761.470410890266,56855.288041028194,1.4379012986993458,74.87061221363236,1935615.4195887016,4456404.819662564,2480923.366685405,-0.02222701713731508,236.78769587659227,3.5621646283666277,13.078154080207154,18910.872205286785,45.84021789925098,,0.29458538662854594,26.604931834450213,19.507443093593746,31.836830641868712,26.092189416504702,62.84834825933977,,,,38.29947673232654,33.496155532385735,96.99553928220959,98.08654348161342,25.369285472962375,18.288404632306875,0.4332059934409278,0.010145236905639206,4.854251998136194,101.94683028707504,22580.507331779936,13.904993758992635,2034887.2970379423,1.7699999425427086,21.502750168955895,0.6525210115722067
242,679c02d,2005,4292.810545104387,2.402191442621849,2338.351288628276,,9903.958339623403,18057.51215499241,2.8614170996948705,67.9605525458705,418932.20534486603,814191.3350021003,403908.2554285262,0.41430693763426885,278.6438001788806,87.67413903352706,23.315623730907056,7532.143977876329,65.7030270413751,,2.1683087953810065,78.88332214377833,21.3152020354922,49.11495422742087,11.054787926760314,18.197435201879777,,,,32.775805854416596,46.28855727790219,83.26793092307781,94.04068376412492,33.51148044645368,24.861038170124107,0.49518146176077565,,,82.02495324760389,1099.8539843866813,4.586772435762999,324164.09051320615,1.4450112651272486,8.397023179624242,0.4002142411764509
243,0845041,2014,77641.96409025545,,3045.3356337907767,,219912.31847255953,332028.4226718241,2.1151229573137087,73.79053488377367,7932227.034457347,30507150.816622034,22122193.08368464,1.7472267079307058,,,,23837.988885263097,63.76025712344055,,0.006087590663175433,0.6487409901039795,14.617727793850962,25.963655466019006,9.055650528068925,,,,99.36650790043403,,,94.22755718001532,96.64162495486119,23.15670497190977,13.065739509612799,0.3618551268646326,0.03999869122572458,0.6933379859420601,98.14471968527818,240817.58220663728,2.9129183403513244,14640317.290286355,1.4789989347293226,10.212215516826445,0.24228106715262845
244,9621c07,2011,369629.9282061986,6.726374754483682,2059.996281714879,,565237.6577596512,1078102.2757562401,3.1157363748355325,68.06499153225454,3359582.8948823945,10222861.31637128,6837762.543212585,1.5967785941618389,325.7294803553416,17.595518067003603,6.094803061590351,5513.741211306265,38.65238058958225,46.00553148772991,3.134022722308202,71.6034843647026,,10.68985095499991,6.098542927565688,29.08766946581017,93.55641009487698,94.95891060419814,92.42401583937448,29.58763456997385,50.51142500096629,47.860100826959965,88.40033561023441,30.900967401434396,14.86724698885566,19.17034411970603,0.019931005589252034,,87.04025922270358,16363.692403267634,2.2483105564065307,4710364.684308009,1.7103716419069879,25.018199768439878,-0.4417292515771001
245,a0b37e7,2003,644970.7738754997,51.22435000333065,2424.6550400770147,,100150.26888709082,1633656.131296783,1.9519933738355852,69.97040501044684,23735784.59792354,68944960.44868767,44976343.72682058,1.2133871037918902,302.85348739804033,21.618012711901304,6.885149303235639,13427.209735155964,26.42839899470633,,0.08483074035570988,1.8672383760024316,5.283464133458287,,10.078190164511483,28.823378147463274,,89.27916857094698,93.14431184851345,21.314418160675146,58.568942539092205,81.43746789281818,94.5428851576446,29.328189117411437,15.069160370768529,0.6605036990675468,0.019635859506664452,0.4032787170608284,96.19560853723586,424713.28196111595,12.156019180549588,22345188.683744796,2.398593624989998,4.155822074042979,-0.8444197562728025
246,42c298b,2000,4787.041758902275,18.1067068397114,1130.3525001672447,,3390.177048373201,10960.640719257826,2.561347234755449,73.07819666532045,1294639.871454307,2647234.099010353,1393533.3303718686,0.8460787117315277,209.0813099894092,99.4957548544151,21.878883540374993,7948.683636935502,49.84122364313055,,0.10113099354527386,3.2916522927347063,22.69654877117586,38.01930218087231,8.033769367965206,13.775301662461747,,92.20920761221511,94.41904802447749,36.11070892988814,37.815636021296825,81.43923513843632,92.39208655713755,28.305616024779585,14.9052515270179,0.8917713513922058,,,85.99934870918226,10483.422050936886,15.413927068424345,1184183.7811603982,0.49114492137216653,13.49502958420377,0.0809109631383324
247,e509cda,2009,52378.65037789144,0.10019968428207866,962.8225155095562,0.18087211188293942,222742.5707280357,624770.7513530677,5.25271484937838,46.21059986023537,2667536.066287542,4403176.817491517,1675539.236374203,1.3580071913850356,205.27710367159094,20.624284456180472,29.565115381405338,863.4378612124128,22.81520515021506,,12.20720064675228,54.12792982429354,9.093385454494365,,4.909657901593136,43.23910542451805,,55.11808263625529,64.93201781821897,19.919986414634852,53.31412585755057,19.948688688392643,67.36261341758019,47.50934593131606,3.2038275042308153,23.824766429572367,0.34116637183808635,,9.83348274629347,253.41031403284893,6.338004103337748,1845332.3846203405,1.8277776186168833,9.65751926881901,-1.9015345680325013
248,8fb5447,2003,119.61947700055207,,1479.8831447065386,,9.880592829834855,301.46079673407183,2.522022360828068,71.64037324264356,206094.8834026074,302279.05959240487,95873.46141792943,2.6740220872218483,36.43915224078963,101.08812714388942,79.38851149346088,8215.48442545081,,,2.1153120420159652,69.59667449391897,9.568371955095007,53.4282935200214,2.090563431646939,26.21705246078219,,,,61.756793059501675,42.7475164655632,85.248523467516,95.96584849440667,46.935845083100695,3.6871644555573146,11.211241992729407,,,90.66249914439692,498.0019296883837,2.673628231107268,115338.13434618337,,5.897986444323452,1.0151626825644795
249,f787860,2005,100.1240947771873,10.125260480395005,14667.574654521923,,260.1116518632424,393.01254467507715,2.163725563196755,72.13634101437397,58783.294596312626,109737.64701979891,51452.55002143644,0.17154738406269004,198.85592533019542,81.56311807068239,96.5216198106019,9347.328354649695,53.83660230757399,,1.4984333390218245,71.2677294151853,21.042702411808083,42.3693782889496,11.54121351541702,57.766608700125644,,97.55798945779074,96.53283170004724,44.06757516354505,35.729778446954775,75.07802508890194,93.75704614727354,27.863524731555287,16.493859765990166,2.9410787303646244,,,86.91987606399566,222.93018966418782,18.621623367293587,52149.13929219113,,18.32202817582351,1.1720788605954364
250,ba2039a,2003,108528.97600063286,20.526085490453536,3243.6728206194007,,338330.8990935616,664503.7281609427,2.7750738858778323,64.1026853366874,33803928.83374804,46990962.573587455,13419361.803803016,1.006210618424177,222.80192602041043,-4.0620470551106065,8.14576980574172,1815.4786043214476,0.1613831393393411,,1.2140749176840397,2.6342556606278937,2.224487549805141,6.762680808202318,3.7585369778163624,15.977197004916507,,91.87826136053545,92.00770779879505,13.76916141275257,63.991871543078666,65.50391059090003,69.43830764744071,41.80826586996012,1.2846003583242898,9.694204748637397,0.11031869519312307,,45.740288266464766,9762.232140359807,0.8672612405284419,23221546.3769283,1.9039086503794258,,-1.2047411377984134
251,66b86bf,2008,50552.62013257721,3.6887871123037006,4105.179521212902,,36542.470454653034,107881.00912217835,1.5433871457376012,74.1748380880954,2125619.7826239467,7378974.139882325,5397601.693054166,-0.715743262071085,321.46530491273097,-50.584276482877435,7.058594817321918,15696.958115654243,73.7356924324239,33.67694921717987,,,22.584192111920352,25.33143153828116,41.91275320119865,21.733084062031637,,99.46638749216281,99.02052983829053,36.45292263246403,39.61635029171977,84.93854948189956,100.11890492231333,24.387573860947867,21.071402284217935,0.0,,3.650373371069842,100.85159860833295,51692.467537207194,5.71756677609561,3617750.1459868005,1.883968781814458,21.68384910843144,0.35189071498283486
252,7fb4d17,2010,213335.19873260887,2.23489070399254,3410.3558209422704,,170434.08136214557,400976.79008265585,2.71700586684051,72.14412193516367,2530755.0593011123,6100141.984851421,3646376.9466852546,1.3458903793581725,728.7669878951224,-184.31665870322078,7.855670842971366,7193.218137840265,50.707200071117825,51.43145624377552,0.6481714658817662,19.614441259573905,12.238459536605905,7.319145069977938,58.748229454933224,32.08345282710752,95.16362028414214,91.13564596940608,90.797907268764,31.385247627218618,42.634326750109466,83.40819957149408,90.6023734788857,20.251753373853912,14.719225046445656,0.5475296472739793,0.03960144098945827,,96.2019971123852,5045.761154420072,4.544263271930675,2881295.9070129097,1.026397506354716,12.645113267967728,-0.7967675819062808
253,c408d26,2009,15143.804868636273,6.645347999759628,2693.383350365109,0.3646278917551251,2883.6902552209904,20898.99741477904,2.353389224713926,71.0094372118221,2226900.8489914793,6127394.43835461,3928225.015530159,0.4481065808443368,152.43535840028986,40.1501979467437,26.159583370201613,7320.190811654721,41.32334767101338,45.43540115128377,1.3383942215502314,45.43779295884,15.147340523423297,12.70959820053891,6.533246298487997,5.9919822896245485,85.3451000212273,97.59755782234062,95.36980059411528,24.3775723140366,48.669447741838354,69.61498852101573,88.89931479318328,17.579346991857914,17.840056448905106,5.43942249792627,0.04996755987169139,,92.40062178819898,6314.700925190303,7.370764417047087,2585156.6589242257,1.0749600857409354,18.992009197247448,-0.020301126790863586
254,8e8dfae,2002,171.92024299740197,34.43832354954081,2592.028526962809,,63.78521732538218,436.1561299331694,1.7778689669209196,74.84291561660994,180174.86984315675,274399.81622530636,90241.19080776197,0.2881198357736269,163.84597822243407,101.82734267017226,46.46866452070416,14235.948994175269,42.89400202787474,,0.10839326622602191,12.082086564158764,,45.87956491755146,7.8194321408634675,71.08283387280598,,91.18389420666462,92.51152798708335,48.31972219525063,33.479513661826644,89.00864969327644,98.26677565837264,24.788561726391936,18.35485676403423,0.7109110669339784,0.10017545076564638,,98.46565204070143,1242.1400513580663,10.178824690488803,147663.3640752772,,10.857078786294158,0.9914788853011548
255,2ca26c6,2010,73577.35458890002,101.72642998059065,3154.313986671733,,131997.2223696497,248475.14650751627,2.6706479576181095,75.20559899013307,5654788.07654484,14904374.210199084,9423795.317393346,1.6236853012969592,407.7632277667171,36.67185783784061,5.97760979303323,9498.183111771183,31.772729296629823,49.61717484056709,0.220809227382592,10.214531900497997,,6.389958108003012,14.895711738605698,19.08641692620568,92.4704046299141,96.75473425799152,96.41147121207094,35.65375592046564,37.47177087177597,81.42713172782005,83.94475822174097,19.097610102378162,16.327930283570765,6.6740407517547355,,,95.63112928126174,36796.65678048972,4.045073203476614,6729834.747091855,2.9749748886116594,32.45596741788081,-0.6275464779016725
256,e256731,2001,373703.79873663886,58.16784328524698,2206.0668159996735,,20524.06916961774,759666.4454911114,4.525974065479493,62.67971848128176,92523750.5238514,139750809.28372952,46812333.24545375,2.2089910822106753,179.10573752190697,-9.316611098808911,15.189843556501879,3469.228986251017,15.651358320959849,30.535032582599307,2.7129334881023803,13.818378815924955,10.173725010524594,5.074139515446937,1.1805920981005542,19.16664406452095,,,,22.177529681011986,50.14665157870139,39.04977939089113,90.34205114689865,49.650706504558286,3.13770820916675,40.04769724817934,0.00982471400953313,1.0117410780669793,78.04119228276143,106990.8561048287,7.737868299985884,42012399.539286405,4.160189682032892,,
257,4609682,2003,96322.56289772331,14.37648197323802,1520.087879190874,,8665.315362547753,154347.44597665497,2.0193749558236225,74.60406432760375,3462367.2318061315,9861887.903246855,6300218.836674232,0.7673711716660268,311.0615612682336,62.68158591131217,9.882913322339629,8251.7287691096,42.13396087623896,,1.1206526932521559,29.79097055239622,18.794495064498225,15.913802611140381,45.7199682274488,77.79323099463545,,,100.94772536448058,23.58982554986752,52.683252089290434,82.86332119023942,90.10719335817508,28.03586513333318,17.356860747893705,8.429489732960414,0.010155709235885489,1.1864670034969953,99.95804680107254,21597.134392867953,14.763128310899916,3386929.2571897367,1.4808375929242257,11.688999565163224,0.2998824342504675
258,0ea781c,2015,356.9588889224354,,,,1690.8494845153275,2802.05735581114,3.9538801053363035,74.2329738156838,154684.91909412175,192782.42678697087,36573.53308557133,0.762341546532292,,,,5661.084734365457,48.25923911727061,,11.672403841379063,478.8839617934191,22.730699718797002,32.76253385060024,,,,99.38856428650547,98.49273489344591,,,91.01666314976563,100.94171592302285,29.33688881424747,,0.12779865664484166,,,101.83141106757691,,8.91937894855531,39068.19217746286,,6.190071941812137,1.1970233290349743
259,611025c,2010,55870.60331432023,2.1327171591935605,1885.9330365745932,,32030.34647003314,95571.60320951279,5.4063079810821915,56.677288999789894,13034278.882259887,15014141.710935844,2354855.90544576,2.986503277628016,172.10976208751757,1.9006388542249915,18.685666553958626,1016.4807329427676,34.33367881251364,45.46286189055658,14.800947879001306,66.1976895861914,15.630473724507615,4.53539152478286,18.38559030167659,25.65634031414494,62.424855491500395,,,6.070563468063831,70.97980921643769,38.741990828859414,82.04273226693657,32.726454442881604,3.1579245379971064,9.540921978821316,0.6913375654728138,,8.55802311961422,1121.2767877705028,6.778549160279974,6264259.4124002205,0.7046407803031816,20.53198062625923,0.049806974950561016
260,9e614ab,2011,23140.46649394623,21.55005940037131,4018.3935390531706,,180487.00617393,231442.8524198064,3.097800517536633,63.600813233404565,4119045.923020161,6334792.73570947,2197423.9052658794,1.3977643482221964,258.2698796812052,-5.07207904841293,9.845732339531775,4321.440482446315,51.54912620868498,,4.979732661171549,64.2517044000888,13.25363390827559,9.921958169687077,4.945353910670153,23.046839628752057,58.006026679457534,91.73718571346741,96.56059902803628,14.038810791270832,69.72520773592942,62.932553075202,69.70184810741202,35.76908723843254,2.300296458391697,31.488110131402365,0.029602309965952325,,70.56493889680198,1629.3652744626006,0.6900777796100308,3197555.839881035,0.2146947384008194,24.828398345112888,-0.05949318667207459
261,2f1d47e,2005,92798.31160694142,60.53243629291991,3697.6368159298236,,14271.265794867331,127708.55519288902,2.7094220628532333,66.60609085671344,105497376.27831118,145330079.5214939,37800287.84888557,1.5134498162811887,110.18709378135433,9.683603672424665,22.942792832877167,1962.6888061468253,20.146266068665362,33.51807406990764,1.8024361157227127,9.210549042728863,7.061121311064181,5.464994293661651,5.688537826297822,19.057361211193637,,99.84852354397493,93.55537772760287,7.840191340427134,80.89503538703975,51.202151822997436,78.40255269791773,45.325222028138846,1.65982496430239,12.112596508125442,0.009927083308404555,1.8928628432059769,43.52832943346986,38943.894767335994,4.2988687183889285,53136120.01019714,1.146243114964698,14.716487320280104,-1.852310309944301
262,4080343,2014,37563.55795683322,,1158.4605051203703,,2044.7955461569102,54782.52979839461,4.581560160347626,59.33184032343109,4394716.190354558,7330222.397780554,2854835.74350303,2.5615174336419604,,,,1310.8842872329292,61.81430595559502,,5.322176684267783,29.318714119907778,,20.378501931974036,8.861194519058053,,,86.71834820362689,92.09361159893588,,,11.767675678312633,61.326989916544576,49.172425357305706,6.466277805571965,50.62831093838829,0.1018676497979234,,46.59756045779572,2570.0346638217234,1.8119696852040783,3314650.043428687,1.8323958005785859,17.79388253545223,-0.18171771147817123
263,9e614ab,2007,20891.467814875417,24.855904491077524,3786.7635930736415,,169718.00515022688,229177.4888376849,3.38919858747842,62.97680794389725,4266379.443466475,5915943.784022442,1745756.9693498663,1.671352957099216,210.9949619512085,-1.717335933610766,11.021188169185118,3294.1542960262236,46.47627172024707,35.04954015410597,9.850368600348808,68.30362317151312,,7.530107538662308,9.51612940630934,23.24907032608204,,81.73286775928851,83.5662636359047,12.009270092468306,71.65417911119935,50.443692661752685,61.81430062639341,36.498139820265976,1.7498981115398513,42.32254577378386,0.040587772983212436,,62.496656887402516,906.2517279421264,1.0397489962746898,2874075.1742822286,0.35781400663328017,25.57385482606033,-0.16706764009340383
264,5c2e474,2001,23434.141184804776,0.9000953760464022,986.629817852723,,419.708964404359,30372.110473251585,3.995968895315824,46.72577608175813,1498460.705365558,1918614.4453875674,372020.5587150891,0.9200973955124728,65.6058738402991,47.23212368517357,49.596705245276,1849.6161610549839,,,4.5918593885044565,29.585189027716034,,29.914285283869276,3.6398637172005537,16.087388472689103,,83.40813038678114,81.34542612363488,8.829248272152988,79.80257241728668,24.42979087885959,79.14003963895094,34.25996165446674,8.377713691639581,43.900970479265574,3.0617838061654807,,3.6883555149701093,1886.106224431329,28.01045613661988,814293.9918908651,2.8709247131033893,3.792495100325364,
265,100c476,2002,89.3193619426956,5.062532117474464,1559.9903257707172,,97.86182781300835,431.9342800935077,2.265123444655654,72.63573137948354,60404.47987616907,87771.24733322521,27142.701575446285,1.4040095179998908,113.05464036667797,93.87827053391484,49.44857407298592,17703.583057830238,58.62065068229785,,1.744882775958692,153.673388281808,16.05708037211339,69.72116031115488,1.3881776887649566,21.348445419642584,,,,48.079238613008016,26.648609973916457,86.79678351120617,98.37595356031744,26.708816880327124,19.702003635161255,1.1638517599047844,,,91.92874619455701,374.89598384218067,,,,5.212765984209094,0.7213183820128781
266,4609682,2005,99829.46243326592,15.311673173110803,1466.8840917588059,,9018.78562778455,156590.88011362395,2.025157381332676,74.2431630281278,3566055.6436719364,10301465.408677349,6511315.4824762745,0.831122822617371,330.39269902583476,55.60226919968936,8.119920570609192,8903.834937350739,45.27850361546414,38.08101999633708,1.220023112560743,36.40403183369252,18.599936850984044,18.215781691717194,45.2783609126093,30.867875709997307,,99.6599512720474,98.35689736995697,24.116477399189478,52.183638798377835,87.27762383570317,93.94187767518977,27.60538599942748,18.623823543093398,7.008947437096985,0.009903075613999897,1.1944983241571936,100.82217020330737,22991.283256017035,12.960764215316086,3418040.8541381783,1.4800268973451467,23.15147812407126,0.03970410540041746
267,93d74a6,2009,,,,,,29.95050040093893,0.9978996536903644,82.02867301523099,0.0,534384.5334681413,519685.2002669867,2.109825513742799,3.9453632374443854,,18.78992951044538,81191.69096189481,34.78339772978457,,,,28.958012708850905,83.60456837385985,1.4818550751496993,29.39800754962863,,86.54863715271543,84.07433585246437,59.623264110216056,31.22177951035424,,,,,,,,100.65048581636037,2046.6118945373316,3.5156648909478663,321556.89453345415,,,0.5964076206209359
268,9621c07,2009,373680.81871421804,6.528385468638711,2380.2356876171907,1.304668438153183,567858.0851643549,1065665.2649717974,3.2967319026264064,65.38603719269196,3271839.9186017644,9585382.178925399,6458820.838477778,1.669373862499815,316.4460972845862,19.499752363863184,7.111663214395353,5211.955988023377,33.51958613239057,48.9138577206448,4.280382381226487,72.49789816036608,,10.016864416754451,7.149735068738867,31.81585812737916,92.52538382377165,97.18881196993425,96.69771528956133,29.49810804126502,51.11213041170862,44.93758102251931,86.76622843944196,32.316024496199525,13.900844930837088,22.002593022967663,0.01997094871896216,0.3039796755119357,88.27995056531462,13965.187125040648,2.876066957448816,4506069.711681909,2.004168760685625,22.058070436264114,-0.5240635141098653
269,c408d26,2013,15757.733544305376,6.148224873401354,2752.164374095228,,2785.3208239986875,20699.45873792409,2.1543367976639254,71.32308751194891,2172200.493586984,6209135.655859663,4182672.437461477,0.47714040484572573,158.76464524441863,,,7495.859917552155,51.10258384981763,43.42156493834391,0.7303469338712167,26.97777728309111,17.241475733211754,16.342017750723045,10.28118592413519,25.74679392231542,88.22082459345332,91.70886802030712,90.4689970406645,,,73.15382813865578,93.26828593197153,19.65536303249243,19.377657588997597,2.644785248121047,0.029932689949835826,,94.94229739867326,6329.712150804366,3.7014290041678537,2769804.5594714717,1.0930251021412334,26.58169731844291,-0.08041161988982046
270,4080343,2000,35845.27052687606,0.3020708063411355,1056.4872542753715,,4815.485369425179,55473.96320734342,5.33502244305644,53.03447420358239,3389071.4103260525,5008469.196332017,1604756.8165248474,3.008200226857825,106.9155802043771,12.297384235517297,13.830700287171982,1288.1065517508612,47.28388617436948,,5.53044595812931,13.878947298444055,,13.92120017830233,6.217904700743514,26.56968113170351,53.950688377670666,,83.74326111631983,7.041940653094004,75.47381390044728,11.245516906987826,54.41885311380516,57.110256608933916,3.132444208647443,56.79934880351694,0.5423197491001589,,16.699967218230213,1368.7322417480075,1.8568581207665706,2305297.95541678,,4.903477229692999,-0.40077662387313906
271,45a15a2,2009,40276.50040114776,26.327790561584465,1950.9559047463877,1.3319861853010577,37528.02204566451,105724.43132662549,3.4873328345383525,72.52834988690057,7287701.234938316,14350271.77788112,6983796.514470018,2.184786793457597,256.25931483754925,42.187529630902986,17.73326388887458,6788.776313079846,32.79098177676146,,1.0199548940169196,25.88855438183415,10.430450151864886,11.355839251811535,11.486754331394284,37.84553406700233,,98.1354770932107,98.67065141985282,18.20163462266883,47.42288614834766,60.133940156252805,90.69146512928774,19.579312523997594,14.347877142504837,8.925953116570087,0.03966459861063716,,82.85508851660397,12055.519540146392,3.1437174588707317,5579844.401870932,0.3978037266179612,12.150100333343861,-0.9259573654294657
272,94e6bd5,2006,53002.66888677846,7.892420372350181,1885.6795837374668,,34364.15589961735,120305.02762715502,2.6155590624708087,73.70751688204385,2402887.8339065784,5376412.767921219,3080453.6461388534,1.3140333791812624,216.55602985385937,31.866583423619662,33.79379536423734,3799.8934971144067,56.4961098185526,,11.36433935460901,138.01880856177016,13.57270538257859,15.85171571612096,5.179007364362575,43.32825036848553,,100.8305661832995,99.85839010283405,18.213437204296902,52.08215697985813,61.64745471674028,81.38690915456827,14.62525616440085,13.056846574459541,12.2836652195662,0.020370054566766573,,76.28786245582198,4466.293178480824,5.292854624271948,2196990.886529009,0.5556664534763935,15.09639861195351,-0.26000561264217414
273,ea3bfc2,2007,16834.381438490112,35.15653035516092,4192.730713495118,,168305.25079719687,196468.9532932132,2.755645334150542,65.30748350694576,544426.2244367442,746357.4972267203,215338.01225107766,-0.2323796593913277,414.0611258796487,-41.40667414101087,15.770259248182247,5374.150189717832,78.23647898652875,,6.995613828766987,164.22838000843217,,25.193933507448815,33.48494604987634,40.67771410202456,,,,30.247924954793064,50.07499971199845,80.52867666822834,90.44765758494243,38.618517166181306,16.661656515063232,0.9924520759795722,0.12185421047446564,,77.71225067420097,1566.3050241980907,10.34761487262578,275925.04988697125,1.416321873599682,28.880216983742,-0.5442867264893507
274,99a7c06,2013,1144525.0570896736,14.194975003008336,1337.036674451911,,127980.5921282786,1579350.7866723964,2.8364982968153605,67.71001754307274,864694.7840616166,2915169.0489337193,2024138.9421985694,1.9633626859576883,293.7784435894232,,,10907.039313739439,62.383644316752246,,3.6327233818977716,147.70110157421948,15.924990305112026,20.975831769286746,28.51566535675519,21.40768956369734,,95.93166335078051,94.08818060463076,,,59.13017345112074,64.84722987790097,17.01359280973661,14.633356870235806,10.389331918483185,0.009986580151472763,0.09811265997606707,81.45539647008952,39119.276523111796,4.292664076495662,1243765.2390845171,0.8375316520102369,14.763304579123222,0.4947957422379208
275,c3668f5,2015,22228.831544349156,,2454.3156688330137,,46223.19872978113,75341.97249770239,2.5785686330766624,77.22450856170614,1317186.9838361503,3936432.9380282094,2663820.02122482,1.6336027263408814,,,,20806.1185759075,52.32431158154251,50.93681136296641,0.021836180885898247,2.5742380702826635,,30.26845912569472,,,,88.50542495006,87.83282283722234,,,75.09726204682566,93.83119925222692,23.54970696883777,,3.4290694099249204,0.060284788430759205,,93.92470810554032,,4.601406813632151,1908780.4321123662,0.0,18.078441112293394,0.41503697839087145
276,2f1d47e,2009,92351.6101068394,66.11054326607825,4136.903595769167,4.585231441186227,14441.197426440547,128472.64144127976,2.418033278279601,69.00463467624388,105013786.9102117,152792759.40902948,45150626.67072182,1.0845494729641991,128.6266006768752,9.8734568457728,18.768717597803608,2364.361282421966,23.221045586960813,,1.100678125691904,8.325704226738994,7.60088683936468,5.355812876470143,5.399898383471686,27.453906019869752,,98.48923329456065,93.16681746208825,8.8746274486631,79.08751523046486,53.80426653811703,83.27441904100701,41.925206689619635,2.1740812157626177,7.024842781991146,0.009965358548485206,1.864195501092669,53.49529217411427,54733.38884806465,5.037084977950713,57362927.55212281,1.2520501786971885,18.375112568830453,-1.5451325414598163
277,066b021,2003,45733.24324411812,93.31235065631046,2088.9798929834283,,4045.4868014592516,137795.28962080527,3.658302433183372,66.76999683157717,4862858.1019326765,6563129.566189705,1719609.2188342342,1.9998972592209652,108.31508341712019,36.33754478579218,14.743188558990436,1514.7890022563352,73.64118653693876,32.900894549197766,10.042191490242612,22.912432111472782,,13.424141766392463,8.639937905379377,13.918037203358463,,93.14009814592617,96.28519094280152,8.964986214508858,68.01026918004227,91.18623551302107,63.33412490484397,36.26077174824285,6.428933821117782,1.1307995270188926,0.02993143558563091,,100.47225534254103,2102.173055058864,11.637097321656315,2267616.5878603766,2.2340139007773048,12.521225892378364,-1.1414808380021657
278,6966b4a,2004,5212.845981878605,0.6015654331480998,1152.9932165588652,,4761.213612705182,10028.340918801452,5.846658346289737,57.0431069448803,665132.7202565764,1387049.2767255523,708225.901762878,3.195107480492019,79.3990017183544,40.3210804760093,232.3952120226409,1590.684898196525,49.12499908953891,,11.008726883672372,43.19914640740135,7.7681763550652505,20.432001745405906,17.19787030834502,63.34958299021885,,76.4598650446405,74.30098172325532,14.97511113731221,53.96236455683738,59.523278056815265,83.98283377912126,57.90885298411694,4.58539199299792,4.343210076248519,0.30581456017272873,,32.53343050672125,297.8258098384271,9.440272970092064,430249.50162599783,0.3392054575948944,13.090227939232111,0.21295542457359995
279,ea3bfc2,2006,16639.179998988577,34.72947579473412,4572.429612498258,,163620.08980969043,198127.1262424977,2.7577955142393864,65.18576736368993,544189.7368027131,759673.568325976,213937.3560264048,-0.17996034512243425,412.8963184999338,-51.49399474787823,15.291411644324189,4884.0607014257575,78.7545610294909,,11.622247249210073,230.61660445277772,,26.710092867977934,28.695640612370088,48.56322206949307,,,,30.979986671391746,50.0200604176065,80.56181341793656,89.43118763711065,38.63659194815089,15.740131922183322,1.0361374142794366,0.14039409369204672,,74.50748880279058,1302.8634676168704,10.713326244088618,265735.05091240193,1.3273620829719728,28.45704856039332,-0.7479700438380791
